,Data,Mes,Categoria,Sub_Categoria,Tipo_Categoria,Tipo_Custo,ID_Produto,Qtde_Vendida,PV_venda,Faturamento,Valor_Total,Estoque,Total_Estoque,CMV,Total_CMV,CSLL,Total_CSLL,PIS,Total_PIS,COFINS,Total_COFINS,ICMS,Total_ICMS,ISS,Total_ISS,Total_IRPJ,Total_IRPJ_Ad,Água,Energia,Internet,Aluguel,Telefone,Salários,Encargos,Vendas,Lucro_Bruto,Lucro_Operacional,Lucro_Líquido
4341,2021-06-27,Jun,DRE,Imp Vendas,COFINS,Custo Variável,178.0,3.0,0.0,0.0,132.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.17,132.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2796,2021-06-27,Jun,DRE,Imp Vendas,PIS,Custo Variável,182.0,2.0,0.0,0.0,35.35,0.0,0.0,0.0,0.0,0.0,0.0,17.68,35.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4341,2021-06-27,Jun,DRE,Imp Vendas,ISS,Custo Variável,178.0,3.0,0.0,0.0,87.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.06,87.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2796,2021-06-27,Jun,DRE,Receita,Faturamento,Vendas,182.0,2.0,1071.35,2142.71,2142.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3917,2021-06-27,Jun,DRE,Receita,Faturamento,Vendas,172.0,1.0,925.78,925.78,925.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3917,2021-06-27,Jun,DRE,CMV,CMV,Custo Variável,172.0,1.0,0.0,0.0,138.87,0.0,0.0,138.87,138.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1651,2021-06-27,Jun,DRE,Estoque,Estoque,Custo Variável,198.0,0.0,0.0,0.0,260.54,2.0,260.54,130.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1651,2021-06-27,Jun,DRE,CMV,CMV,Custo Variável,198.0,5.0,0.0,0.0,651.35,0.0,0.0,130.27,651.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1651,2021-06-27,Jun,DRE,Imp Vendas,ICMS,Custo Variável,198.0,5.0,0.0,0.0,781.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.32,781.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2796,2021-06-27,Jun,DRE,Imp Vendas,COFINS,Custo Variável,182.0,2.0,0.0,0.0,162.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.42,162.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1651,2021-06-27,Jun,DRE,Impostos,CSLL,Custo Variável,198.0,5.0,0.0,0.0,390.81,0.0,0.0,0.0,0.0,78.16,390.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3917,2021-06-27,Jun,DRE,Impostos,CSLL,Custo Variável,172.0,1.0,0.0,0.0,83.32,0.0,0.0,0.0,0.0,83.32,83.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4341,2021-06-27,Jun,DRE,Receita,Faturamento,Vendas,178.0,3.0,581.25,1743.75,1743.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4341,2021-06-27,Jun,DRE,Impostos,CSLL,Custo Variável,178.0,3.0,0.0,0.0,156.94,0.0,0.0,0.0,0.0,52.31,156.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3917,2021-06-27,Jun,DRE,Estoque,Estoque,Custo Variável,172.0,0.0,0.0,0.0,833.2,6.0,833.2,138.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1651,2021-06-27,Jun,DRE,Imp Vendas,COFINS,Custo Variável,198.0,5.0,0.0,0.0,330.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,330.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4341,2021-06-27,Jun,DRE,Imp Vendas,PIS,Custo Variável,178.0,3.0,0.0,0.0,28.77,0.0,0.0,0.0,0.0,0.0,0.0,9.59,28.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2796,2021-06-27,Jun,DRE,CMV,CMV,Custo Variável,182.0,2.0,0.0,0.0,321.41,0.0,0.0,160.7,321.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2796,2021-06-27,Jun,DRE,Imp Vendas,ICMS,Custo Variável,182.0,2.0,0.0,0.0,385.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.84,385.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3917,2021-06-27,Jun,DRE,Imp Vendas,ICMS,Custo Variável,172.0,1.0,0.0,0.0,166.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.64,166.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4341,2021-06-27,Jun,DRE,Imp Vendas,ICMS,Custo Variável,178.0,3.0,0.0,0.0,313.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.62,313.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1651,2021-06-27,Jun,DRE,Imp Vendas,ISS,Custo Variável,198.0,5.0,0.0,0.0,217.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.42,217.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4341,2021-06-27,Jun,DRE,Estoque,Estoque,Custo Variável,178.0,0.0,0.0,0.0,87.19,1.0,87.19,87.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3917,2021-06-27,Jun,DRE,Imp Vendas,ISS,Custo Variável,172.0,1.0,0.0,0.0,46.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.29,46.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2796,2021-06-27,Jun,DRE,Imp Vendas,ISS,Custo Variável,182.0,2.0,0.0,0.0,107.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.57,107.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2201,2021-06-28,Jun,DRE,Imp Vendas,PIS,Custo Variável,190.0,4.0,0.0,0.0,36.96,0.0,0.0,0.0,0.0,0.0,0.0,9.24,36.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4363,2021-06-28,Jun,DRE,Imp Vendas,ICMS,Custo Variável,136.0,3.0,0.0,0.0,305.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.69,305.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4430,2021-06-28,Jun,DRE,Imp Vendas,ICMS,Custo Variável,267.0,3.0,0.0,0.0,258.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.24,258.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1303,2021-06-28,Jun,DRE,Receita,Faturamento,Vendas,233.0,6.0,817.52,4905.1,4905.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4363,2021-06-28,Jun,DRE,Receita,Faturamento,Vendas,136.0,3.0,564.93,1694.78,1694.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2201,2021-06-28,Jun,DRE,CMV,CMV,Custo Variável,190.0,4.0,0.0,0.0,335.99,0.0,0.0,84.0,335.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4430,2021-06-28,Jun,DRE,CMV,CMV,Custo Variável,267.0,3.0,0.0,0.0,287.46,0.0,0.0,95.82,287.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1303,2021-06-28,Jun,DRE,Imp Vendas,ISS,Custo Variável,233.0,6.0,0.0,0.0,245.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.88,245.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2201,2021-06-28,Jun,DRE,Receita,Faturamento,Vendas,190.0,4.0,559.98,2239.91,2239.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4363,2021-06-28,Jun,DRE,Imp Vendas,PIS,Custo Variável,136.0,3.0,0.0,0.0,27.96,0.0,0.0,0.0,0.0,0.0,0.0,9.32,27.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4363,2021-06-28,Jun,DRE,Imp Vendas,COFINS,Custo Variável,136.0,3.0,0.0,0.0,128.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.93,128.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4430,2021-06-28,Jun,DRE,Imp Vendas,COFINS,Custo Variável,267.0,3.0,0.0,0.0,109.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.41,109.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4363,2021-06-28,Jun,DRE,Imp Vendas,ISS,Custo Variável,136.0,3.0,0.0,0.0,84.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.25,84.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4430,2021-06-28,Jun,DRE,Impostos,CSLL,Custo Variável,267.0,3.0,0.0,0.0,129.36,0.0,0.0,0.0,0.0,43.12,129.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4430,2021-06-28,Jun,DRE,Imp Vendas,PIS,Custo Variável,267.0,3.0,0.0,0.0,23.72,0.0,0.0,0.0,0.0,0.0,0.0,7.91,23.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4430,2021-06-28,Jun,DRE,Estoque,Estoque,Custo Variável,267.0,0.0,0.0,0.0,95.82,1.0,95.82,95.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4430,2021-06-28,Jun,DRE,Receita,Faturamento,Vendas,267.0,3.0,479.09,1437.28,1437.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4430,2021-06-28,Jun,DRE,Imp Vendas,ISS,Custo Variável,267.0,3.0,0.0,0.0,71.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.95,71.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1303,2021-06-28,Jun,DRE,CMV,CMV,Custo Variável,233.0,6.0,0.0,0.0,735.76,0.0,0.0,122.63,735.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4363,2021-06-28,Jun,DRE,Estoque,Estoque,Custo Variável,136.0,0.0,0.0,0.0,706.16,5.0,706.16,141.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2201,2021-06-28,Jun,DRE,Estoque,Estoque,Custo Variável,190.0,0.0,0.0,0.0,167.99,2.0,167.99,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4363,2021-06-28,Jun,DRE,CMV,CMV,Custo Variável,136.0,3.0,0.0,0.0,423.69,0.0,0.0,141.23,423.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1303,2021-06-28,Jun,DRE,Impostos,CSLL,Custo Variável,233.0,6.0,0.0,0.0,441.46,0.0,0.0,0.0,0.0,73.58,441.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1303,2021-06-28,Jun,DRE,Estoque,Estoque,Custo Variável,233.0,0.0,0.0,0.0,245.26,2.0,245.26,122.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1303,2021-06-28,Jun,DRE,Imp Vendas,ICMS,Custo Variável,233.0,6.0,0.0,0.0,882.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.15,882.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2201,2021-06-28,Jun,DRE,Imp Vendas,ICMS,Custo Variável,190.0,4.0,0.0,0.0,403.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.8,403.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2201,2021-06-28,Jun,DRE,Impostos,CSLL,Custo Variável,190.0,4.0,0.0,0.0,201.59,0.0,0.0,0.0,0.0,50.4,201.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2201,2021-06-28,Jun,DRE,Imp Vendas,COFINS,Custo Variável,190.0,4.0,0.0,0.0,170.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.56,170.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1303,2021-06-28,Jun,DRE,Imp Vendas,COFINS,Custo Variável,233.0,6.0,0.0,0.0,372.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.13,372.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2201,2021-06-28,Jun,DRE,Imp Vendas,ISS,Custo Variável,190.0,4.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1303,2021-06-28,Jun,DRE,Imp Vendas,PIS,Custo Variável,233.0,6.0,0.0,0.0,80.93,0.0,0.0,0.0,0.0,0.0,0.0,13.49,80.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4363,2021-06-28,Jun,DRE,Impostos,CSLL,Custo Variável,136.0,3.0,0.0,0.0,152.53,0.0,0.0,0.0,0.0,50.84,152.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2637,2021-06-29,Jun,DRE,Impostos,CSLL,Custo Variável,251.0,3.0,0.0,0.0,152.01,0.0,0.0,0.0,0.0,50.67,152.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2637,2021-06-29,Jun,DRE,Receita,Faturamento,Vendas,251.0,3.0,563.0,1689.01,1689.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1683,2021-06-29,Jun,DRE,Imp Vendas,COFINS,Custo Variável,202.0,2.0,0.0,0.0,109.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.82,109.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1683,2021-06-29,Jun,DRE,Estoque,Estoque,Custo Variável,202.0,0.0,0.0,0.0,216.41,2.0,216.41,108.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2637,2021-06-29,Jun,DRE,Imp Vendas,COFINS,Custo Variável,251.0,3.0,0.0,0.0,128.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.79,128.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2637,2021-06-29,Jun,DRE,Estoque,Estoque,Custo Variável,251.0,0.0,0.0,0.0,168.9,2.0,168.9,84.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2637,2021-06-29,Jun,DRE,CMV,CMV,Custo Variável,251.0,3.0,0.0,0.0,253.35,0.0,0.0,84.45,253.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1683,2021-06-29,Jun,DRE,Imp Vendas,ISS,Custo Variável,202.0,2.0,0.0,0.0,72.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.07,72.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2637,2021-06-29,Jun,DRE,Imp Vendas,PIS,Custo Variável,251.0,3.0,0.0,0.0,27.87,0.0,0.0,0.0,0.0,0.0,0.0,9.29,27.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1683,2021-06-29,Jun,DRE,Impostos,CSLL,Custo Variável,202.0,2.0,0.0,0.0,129.84,0.0,0.0,0.0,0.0,64.92,129.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2637,2021-06-29,Jun,DRE,Imp Vendas,ICMS,Custo Variável,251.0,3.0,0.0,0.0,304.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.34,304.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1683,2021-06-29,Jun,DRE,Receita,Faturamento,Vendas,202.0,2.0,721.36,1442.71,1442.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1683,2021-06-29,Jun,DRE,Imp Vendas,PIS,Custo Variável,202.0,2.0,0.0,0.0,23.8,0.0,0.0,0.0,0.0,0.0,0.0,11.9,23.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2637,2021-06-29,Jun,DRE,Imp Vendas,ISS,Custo Variável,251.0,3.0,0.0,0.0,84.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.15,84.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1683,2021-06-29,Jun,DRE,CMV,CMV,Custo Variável,202.0,2.0,0.0,0.0,216.41,0.0,0.0,108.2,216.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1683,2021-06-29,Jun,DRE,Imp Vendas,ICMS,Custo Variável,202.0,2.0,0.0,0.0,259.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.84,259.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4478,2021-06-30,Jun,DRE,Imp Vendas,COFINS,Custo Variável,199.0,2.0,0.0,0.0,110.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.26,110.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2261,2021-06-30,Jun,DRE,Estoque,Estoque,Custo Variável,168.0,0.0,0.0,0.0,583.65,4.0,583.65,145.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2261,2021-06-30,Jun,DRE,Receita,Faturamento,Vendas,168.0,1.0,972.75,972.75,972.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
365,2021-06-30,Jun,DRE,Estoque,Estoque,Custo Variável,186.0,0.0,0.0,0.0,65.16,2.0,65.16,32.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4478,2021-06-30,Jun,DRE,Receita,Faturamento,Vendas,199.0,2.0,727.14,1454.28,1454.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3732,2021-06-30,Jun,DRE,Impostos,CSLL,Custo Variável,130.0,6.0,0.0,0.0,193.12,0.0,0.0,0.0,0.0,32.19,193.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
365,2021-06-30,Jun,DRE,CMV,CMV,Custo Variável,186.0,5.0,0.0,0.0,162.9,0.0,0.0,32.58,162.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3732,2021-06-30,Jun,DRE,Imp Vendas,ICMS,Custo Variável,130.0,6.0,0.0,0.0,386.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.37,386.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2261,2021-06-30,Jun,DRE,CMV,CMV,Custo Variável,168.0,1.0,0.0,0.0,145.91,0.0,0.0,145.91,145.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2261,2021-06-30,Jun,DRE,Imp Vendas,ISS,Custo Variável,168.0,1.0,0.0,0.0,48.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.64,48.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
